Number,sdg_result,FundingInstrumentGaReporting,CallDecisionYear,ResearchInstitutionType,MainDiscipline,MainDisciplineLevel2,FundingInstrumentGaLevel1,AmountGranted,IsApproved,Title,Keywords,Abstract,n_applicants,is_collaborative,is_collaborative_cat,n_disciplines,is_interdisciplinary,is_interdisciplinary_cat,disc1,disc2,disc3,disc5,disc6,disc4
160914,07,r4d (Swiss Programme for Research on Global Issues for Development),2016,ETH Domain,Mechanical Engineering,Engineering Sciences,Programmes,499572,TRUE,Effective methodology for the assessment of integrated energy strategies,Desision support system; Geographical information system; Uncertainties analysis; Energy system; Emission inventory; Air quality modeling; Integrated assessment; Multiobjective Optimization; Air quality measurement; Process desing,"The worldwide increasing energy consumption, mainly based on fossil fuel, and its harmful impacts on the environment and on public health, calls for relevant measures and policies from every government. Different modeling and decision support approaches have been developed, mainly in industrialized countries, to address energy transition. However, these approaches usually lack coherent integration and rely on expensive and often unavailable detailed data, especially in developing countries. This project aims at designing a novel integrated assessment methodology for energy strategies, combining process system design methods with emission and air quality models. Data with different levels of detail and accuracy will be consistently aggregated, allowing for simplified operation relevant for both developing and industrialized countries. The project relies on a promising partnership between the Cuban Ministry of the Environment (CITMA), its university and its energy agency CubaEnergia, the National University of Colombia in Bogota, and 2 laboratories of EPFL with other european partners.; Desision support system; Geographical information system; Uncertainties analysis; Energy system; Emission inventory; Air quality modeling; Integrated assessment; Multiobjective Optimization; Air quality measurement; Process desing",4,1,Collaborative,2,1,More than one discipline,20500,20700,NA,NA,NA,NA
191865,07,Fellowships,2019,Other,Condensed Matter Physics,Physics,Careers,85550,TRUE,Exploring antiferroelectricity in binary oxide ultrathin films,antiferroelectricity; flexoelectricity; zirconia; hafnia; oxide thin films; freestanding membranes; binary oxides; mechanical switching; polarity; double hysteresis loops; ferroic systems; strain gradients; oxide electronics; low-energy consumption devices,"Antiferroelectric (AFE) compounds are identified by an electric-field-induced transition from an antipolar centrosymmetric ground state to a polar phase culminating in a distinctive double hysteresis loop. These materials have been recently recognized as promising candidates for energy-efficient novel technological applications but they are typically restricted to perovskite-related structures, a limiting factor for their integration in semiconductor electronics.The recent and unexpected discovery of room-temperature electric hysteresis loops in ultrathin (Hf1-xZrx)O2 (HZO) heterostructures marked the appearance of both ferroelectric (FE) and AFE binary oxides. Here, a significant distinction from conventional ferroic perovskites is that the dielectric order in HZO emerges exclusively at the nanoscale. Therefore, also considering their easier implementation with silicon, it is worth investigating HZO ultrathin films from both a technological and a fundamental point of view. In particular, HZO films undergo through a paraelectric (PE) to FE to AFE phase transition with increasing Zr content. The primary objective of the proposal is to investigate the AFE state in phase-pure epitaxially-grown ZrO2 ultrathin films. Exploring the nature and the limits of this peculiar AFE state, non-existent in the bulk, is the first step towards integrating it into more functional concepts. Once this AFE state has been thoroughly characterized, the idea is to employ flexoelectricity, that is the development of an electric polarization in response to a strain gradient, to manipulate the antipolar-to-polar ordering in AFE films and, eventually, freestanding membranes. This would correspond to the world’s first realization of mechanical switching in AFE materials.; antiferroelectricity; flexoelectricity; zirconia; hafnia; oxide thin films; freestanding membranes; binary oxides; mechanical switching; polarity; double hysteresis loops; ferroic systems; strain gradients; oxide electronics; low-energy consumption devices",1,0,Non-collaborative,2,1,More than one discipline,20400,20500,NA,NA,NA,NA
183926,07,Fellowships,2018,Other,Experimental Microbiology,Basic Biological Research,Careers,102000,TRUE,From methanol to valuable chemicals: construction of a bioproduction platform to convert the sustainable one-carbon compound,Methylotrophy; Bioproduction; Tool development; Genome-scale model; Microbial metabolism; Renewable resources; Metabolic engineering,"The majority of current biotechnological production processes rely on sugar as a carbon source. In the light of the growing world population, it is desirable to switch these processes to a renewable non-food competitive carbon source. One carbon source that has recently attracted increasing interest in this regard is the one-carbon compound methanol. A variety of organisms, the so-called methylotrophs, is naturally able to use methanol as sole source of carbon and energy. Methylobacterium extorquens has been studied from a fundamental perspective for over five decades. Even though, its suitability for the bioconversion of methanol into valuable products has been illustrated by a handful of studies, engineering novel products remains challenging. This is mostly due to major differences in metabolism compared to established production hosts and the lack of knowledge of the operating regulatory networks to predict the effect of extensive modifications. The goal of the proposed project will be to engineer M. extorquens for the production of two new valuable chemicals from methanol.The initial goal is the establishment of lactate production. Lactate and its derivatives have different applications for example as a building block of bioplastics or as ingredients of cosmetics. A second goal is the production of the aromatic compound para-hydroxybenzoic acid (PHBA), which relies on a more complex synthesis pathway. Establishing high flux through this metabolic route is an excellent starting point for the generation of a wide selection of aromatic compounds with only minor modification of the pathway. Aromatic compounds have a wide range of applications including polymer production or as preservatives. Many of them are currently derived from petrochemicals. The design of the production pathways will be guided by in silico modeling using a genome-scale metabolic model of the organism. Subsequent optimization of the yield will be achieved by experimental characterization of the strain to identify bottlenecks and subsequent modelling to predict optimal targets. Moreover, unexpected outcomes will be addressed using targeted approaches to continuously improve the understanding of the host metabolism and its regulation.Taken together, this study will pave to way to future engineering of M. extorquens and other methylotrophs, by generating both insights and methodologies that have versatile applications.; Methylotrophy; Bioproduction; Tool development; Genome-scale model; Microbial metabolism; Renewable resources; Metabolic engineering",1,0,Non-collaborative,2,1,More than one discipline,30100,20500,NA,NA,NA,NA
203626,07,Bridge - Discovery,2021,ETH Domain,Material Sciences,Engineering Sciences,Programmes,1500000,TRUE,Automated Photonic-pulses Processing for Thin Solar Energy Devices (A3P),Automated production; Photonic pulses; Data analytics ; Tandem solar cells; Thin film processing; Perovskite solar cells; film coating,"According to the Shell Sky Scenario, photovoltaics (PV) will need to reach a production capacity of 1000 GW per year from the year 2035 onwards to follow the Paris agreement and stay below 2 degrees of increase in global temperatures. This represents a phenomenal growth rate compared to today´s total installed capacity of about 600 GW (for reference, the capacity added last year was about 140 GW). In this project, we will bring our flash infrared annealing (FIRA) technique for the curing of thin-film materials to the next level by demonstrating a rapid and continuous process with low environmental impact for the production of high-efficiency PV devices. We will apply our method to upscale and accelerate process time of perovskite-silicon tandem solar cells, a solar cell technology that has the potential to accelerate the deployment of PV thanks to its potential for high performance and low fabrication costs. However, our photonic pulse method will remain applicable to other technologies, notably dye-sensitized solar cells (DSSCs) and electrode materials for solar fuel production.With this project, we aim to build on a promising base: our photonic sintering method currently enables the curing of perovskite films in less than 2 seconds and yields single-junction solar cell efficiencies up to 20%. Importantly, our approach has about only 10% of the environmental impact compared to the most established antisolvent (AS) method based on life cycle assessments. FIRA has hence a unique potential for industrial manufacturing since it can be adapted for both plate-to-plate and roll-to-roll (R2R) processing, and it replaces hour-long annealing steps. In the project, we will upgrade and generalize our FIRA method to manufacture large-scale perovskite single-junction and perovskite-silicon tandem solar cells. We will ensure that our process is rapid, environmentally friendly, cost-effective, and enables the continuous manufacturing process of thin films and devices of high optoelectronic quality. In situ optical characterization coupled to data-driven methods such as machine learning will be implemented to accelerate the search for optimum process parameters.Our consortium involves the Swiss University of Applied Sciences (HEIA-Fribourg) and EPFL (PVLAB and LIMNO). The HEIA team will be in charge of developing the automated photonic pulse annealing system, which will be synchronized with a solution deposition system. Work at EPFL will build on the unique expertise of the consortium partners in highly efficient small-scale (mm2-cm2) single-junction (> 24%) and tandem solar cells (>27%). Combining these strengths, we will develop a process to upscale device dimensions to industrially relevant ones, =239 cm2 for tandems, while ensuring high device efficiencies.; Automated production; Photonic pulses; Data analytics ; Tandem solar cells; Thin film processing; Perovskite solar cells; film coating",3,1,Collaborative,2,1,More than one discipline,20500,20300,NA,NA,NA,NA
188572,07,Project funding,2019,Cantonal university,Material Sciences,Engineering Sciences,Projects,638666,TRUE,Designing Functional Polymeric Materials for High Capacity Lithium-Sulfur Batteries,Energy Storage; Polysulfide shuttling; Li-ion Battery; Sulfur; Polymerization,"Environmental problems originating from anthropogenic CO2 emissions from large point sources, such as coal-power plants, promoted the development of eco-friendly renewable energy technologies. However, their intermittent nature necessitates the simultaneous development of high energy density, low-cost energy storage systems. The lithium-sulfur (Li-S) battery is among the most promising candidates as a next generation battery due to its exceptional theoretical gravimetric capacity of 1600 mAh g-1 and an energy density of 2600 Wh kg-1, which is 2-4 times higher compared to the conventional LIBs. Although the research on the Li-S batteries have been going for almost two decades, there are still fundamental problems yet to be tackled. The problems include (1) insulating nature of elemental sulfur, sulfur reduction intermediates and Li2S, (2) dendrite formation on the Li-metal anode surface, (3) volume expansion during lithiation up 80% and (4) the dissolution of Li-polysulfides (Li-PS) in the electrolyte, which serves as a redox shuttle leading to a severe capacity decay.  Among these issues, the most critical one is the dissolution of Li-PS in the electrolyte and its diffusion as well as the side reactions with Li-metal anode and the electrolyte. Li-S battery can be considered as a liquid battery due to the dissolution of sulfur following electrochemical reduction, in which the electrolyte is acting as a “catholyte”. While the Li-PS shuttling can be managed at low sulfur loadings, it is more difficult to do so at high sulfur loadings, which is essentially required to realize full potential of Li-S battery. The strategies to mitigate Li-PS shuttling include the trapping in the electrode, blocking from interlayers and introducing catalysts capable of converting Li-PS into Li2S. While these approaches led to improved capacity within the first few cycles, subsequent fast capacity decay was also observed. In this project, in order to address these above mentioned challenges and also to establish fundamental understanding on the interaction of Li-PS with electrode components, we are proposing to develop dual targeting approach using smart polymeric materials to mitigate Li-PS shuttling. Our approach is three fold; (1) the development of defect engineered polymers via in-situ sulfur mediated polymerization, in which the defects will constitute either soft organic cations to interact with sulfur anion or glycol chains/crown ethers to target Li ions. These defects will allow us to confine the Li-PS within the active material. Importantly, the in-situ synthesized polymers will have high conductivity, thus facilitating efficient conversion of Li-PS into the insoluble Li2S due to the proximity of Li-PS to the conducting backbone. (2) We will explore catalytically active coating materials on the separator, which will act as a “smart filter” to recognize Li-PS and readily convert to insoluble Li2S. (3) Finally, we will integrate first two approaches to realize dual-capture mechanism  for Li-PS at the smart polymer cathode as well as by interlayer blocking in order to realize the high performance and long life Li-S battery. For every part of this project, we will carry out detailed in-situ and ex-situ analysis to understand the operating mechanism and probe the interaction of Li-PS. These findings will allow us to establish fundamental understating on the mechanism and thus establish design principles for further development of Li-S battery components. ; Energy Storage; Polysulfide shuttling; Li-ion Battery; Sulfur; Polymerization",1,0,Non-collaborative,2,1,More than one discipline,20500,20300,NA,NA,NA,NA
191846,07,Fellowships,2019,Other,Physical Chemistry,Chemistry,Careers,82600,TRUE,"Advanced composite electrolytes for safer, more energetic lithium batteries",Solid electrolytes; Ionic liquids; Lithium batteries; Cellulose nano-crystals,"Solving safety and energy density concerns with current commercial lithium cells is essential to develop electric mobility and renewable energy. The development of an advanced composite electrolyte addresses these two significant issues, namely flammability and low energy, through a combination of ionic liquid electrolytes with cellulose stiffening additives to deliver a next-generation commercial battery.; Solid electrolytes; Ionic liquids; Lithium batteries; Cellulose nano-crystals",1,0,Non-collaborative,2,1,More than one discipline,20300,20500,NA,NA,NA,NA
190816,07,Spark,2019,ETH Domain,Economics,"Economics, law",Projects,99600,TRUE,Closing the Swiss Energy Efficiency Gap,Online Marketplace; Swiss Building Sector; Energy Efficiency Gap; Economic Market Design,"In Switzerland, reduction in energy demand in the building sector is imperative to meet the Swiss Energy Strategy 2050 and the ambitious climate goals of Switzerland. There are, however, several barriers to achieve the full energy efficiency potential of the Swiss building sector. Several explanations can explain this apparent Swiss Energy Efficiency Gap. Some are specific to Switzerland. For instance, Switzerland has a very heterogeneous building stock with old and new buildings dispersed among rural and urban areas, a very high rate of renters and a high cost of labor and materials. Other explanations, which have been found to be important in other contexts are that the market for energy-efficient retrofits and buildings is plagued with informational problems. Homeowners face high search and hassle costs to find relevant information about home retrofits, to find trusted suppliers of services, and to verify the quality of the work that has been done. Meanwhile, suppliers face high customer acquisition costs, and barriers to credibly disclose their expertise and skills related to energy efficiency projects. Finally, government entities, such as Swiss cities and cantons, have limited tools to leverage information that would allow them to track, forecast, and target their energy efficiency efforts in their respective jurisdiction.  The main motivation of this project is that informational problems in the market for energy-efficient retrofits and buildings act as important barriers to investments. The goal of this research project is to demonstrate than online marketplaces can play an important role in addressing the information problems that consumers, suppliers of energy efficiency services, and local governments face in this market - and ultimately to encourage cost-effective investments in energy efficiency technologies. Combining the disciplines of economics, information technology and data science, the project will develop a prototype online marketplace designed to address multidimensional information problems. The effectiveness of the marketplace will be assessed with large-scale experiments deployed in Switzerland. This project will be the first research effort in Switzerland, but also more broadly, to investigate the role of the digital economy, and in particular an online marketplace, in addressing information problems that impeded investments in energy-efficient buildings. This project will inform the research on the Energy Efficiency Gap, and the design of novel energy efficiency policies in Switzerland and elsewhere. The main features of the online marketplace that will be developed as part of this project are the following:1.A marketplace where homeowners can search and request services for energy efficiency audit experts, architects, builders, general contractors, and civil engineers;2.Pricing schemes that use simple online auctions;3.Reputation mechanisms for suppliers of energy efficiency services; and4.A dashboard of energy efficiency projects for government entities.The effectiveness of the overall marketplace and of specific features will be investigated with sound experimental designs on a representative sample of the Swiss population.  ; Online Marketplace; Swiss Building Sector; Energy Efficiency Gap; Economic Market Design",1,0,Non-collaborative,2,1,More than one discipline,10700,20500,NA,NA,NA,NA
173635,07,Ambizione Energy,2017,ETH Domain,Other disciplines of Engineering Sciences,Engineering Sciences,Careers,530211,TRUE,Beyond efficiency: harnessing threshold effects for long term energy reductions,Decompositions analysis; Embodied energy; Energy efficiency; Threshold effects; Structural changes; Energy indicators,"Climate change calls for an unprecedented move towards a low carbon energy system. Strategies for the transition place high expectations in efficiency and technology to reach emission reduction targets. In other words, decarbonization should primarily be met through energy efficiency measures and technological changes. This relies on the premises that more efficient uses of energy lead to reduction of emissions. However, a growing body of research shows that response to efficiency reduces the expected energy savings and that the overall contributions of technical measures are more relative than absolute. So called rebound effects results from respending of the monetary savings from energy efficiency. As such, research has focused on the elasticities of demand to estimate direct and indirect rebound effects. Moreover, household consumption has received comparatively more attention than industrial activities and services despite a large energy saving potential. Therefore, this project aims to gain a deeper understanding of the changes induced by energy efficiency measures at the level of industrial activities and especially services.This project innovates by uncovering potential threshold effects in energy uses which have been observed by very few but promising studies on energy conservation at the household level. Elasticities may not be the most adequate measure of rebound, as lexicographic preferences and strategic choices prevail in decision making beyond a given point. The objective of this project is to identify and quantify such thresholds in the energy use of industrial activities and services for absolute reductions. These findings could lead to extremely useful results in setting up accompanying measures which mitigate the undesirable effects of energy efficiency.More specifically, this project will decompose energy use according to determinant factors and per energy agent, separating renewable energy from emission relevant sources. Efficiency gains will be contrasted with the structural effects of deindustrialization and the increasingly large share of services in Switzerland and Europe. Hence the embodied energy in trade will also be quantified to control for any shifting of energy use abroad. The direct and indirect effects of efficiency will be estimated with input output based models before any thresholds in energy consumption can be identified. In addition to mitigating rebound effects, the results of this project will yield new indicators of energy (in)dependence upon trade as well as total energy intensity.; Decompositions analysis; Embodied energy; Energy efficiency; Threshold effects; Structural changes; Energy indicators",1,0,Non-collaborative,4,1,More than one discipline,20500,10700,20700,NA,NA,20100
203178,07,Fellowships,2021,Other,Condensed Matter Physics,Physics,Careers,117600,TRUE,"Quantum transport in solids: coherences, viscosities, and the boson peak",boson peak; quantum transport phenomena; amorphous materials; heat hydrodynamics; electron hydrodynamics,"The present proposal will use theoretical physics to tackle long-standing problems emerged in the field of materials science, and has the twofold ambition of advancing knowledge in fundamental physics, and then use such advancements to promote technological progress. Specifically, this project will investigate unconventional conduction phenomena in solids, addressing fundamental questions on: (i) the quantum origin of the plateau appearing universally in the temperature-thermal conductivity curve of amorphous solids at cryogenic temperatures (below 30 K), and its correlation with the other universal feature of disordered systems, the “boson peak” in the vibrational density of states [1]; (ii) the microscopic physics underlying the high-temperature (above 400K) trend of the ultralow thermal conductivity of amorphous (disordered) solids; (iii) the conditions under which charge and heat transfer becomes “hydrodynamic” (i.e. the charge or heat flow is akin to the flow of a viscous fluid, assuming a Poiseuille-like profile or even forming vortices [2-7]), and the potential existence of hydrodynamic synergies and composite excitations involving charge and heat carriers.These unconventional transport phenomena could potentially be very relevant for several technological applications, including electronics, thermal insulation, and renewable energy production. In fact, electronic devices' overheating is the main limiting factor for their miniaturization and efficiency, and the emergence of heat hydrodynamics, where heat transfer is fluid-like (rather than diffusive) and very fast, could be exploited to solve this problem. Moreover, heat-insulating materials are highly interesting to the aerospace industry e.g. to shield spaceships from extreme temperatures. Finally, the research done in this proposal could be potentially very relevant for renewable energies, exposing strategies to lower the thermal conductivity of disordered thermoelectric materials used to generate electricity from waste heat, and thus increase their thermoelectric-conversion efficiency.References:[1] V. L. Gurevich, D. A. Parshin, and H. R. Schober, Anharmonicity, vibrational instability, and the boson peak in glasses, Phys. Rev. B 67, 094203 (2003).[2] J. A. Sulpizio, L. Ella, A. Rozen, J. Birkbeck, D. J. Perello, D. Dutta, M. Ben-Shalom, T. Taniguchi, K. Watanabe, T. Holder, et al., Visualizing poiseuille flow of hydrodynamic electrons, Nature 576, 75-79 (2019).[3] P. J. Moll, P. Kushwaha, N. Nandi, B. Schmidt, and A. P. Mackenzie, Evidence for hydrodynamic electron flow in PdCoO2, Science 351, 1061-1064 (2016).[4] D. A. Bandurin, I. Torre, R. K. Kumar, M. Ben Shalom, A. Tomadin, A. Principi, G. H. Auton, E. Khestanova, K. S. Novoselov, I. V. Grigorieva, L. A. Ponomarenko, A. K. Geim, and M. Polini, Negative local resistance caused by viscous electron backflow in graphene, Science 351, 1055-1058 (2016).[5] J. Crossno, J. K. Shi, K. Wang, X. Liu, A. Harzheim, A. Lucas, S. Sachdev, P. Kim, T. Taniguchi, K. Watanabe, et al., Observation of the dirac fluid and the breakdown of the wiedemann-franz law in graphene, Science 351, 1058-1061 (2016).[6] S. Huberman, R. A. Duncan, K. Chen, B. Song, V. Chiloyan, Z. Ding, A. A. Maznev, G. Chen, and K. A. Nelson, Observation of second sound in graphite at temperatures above 100 K, Science (2019).[7] Y. Machida, N. Matsumoto, T. Isono, and K. Behnia, Phonon hydrodynamics and ultrahigh-room-temperature thermal conductivity in thin graphite, Science 367, 309-312 (2020).; boson peak; quantum transport phenomena; amorphous materials; heat hydrodynamics; electron hydrodynamics",1,0,Non-collaborative,2,1,More than one discipline,20400,20500,NA,NA,NA,NA
190259,07,Spark,2019,ETH Domain,Other disciplines of Environmental Sciences,Environmental Sciences,Projects,98240,TRUE,Recovery of critical metals and rare earth elements from electronic waste using bio-mining processes (E-waste biomining),Electronic waste; Waste management; Bacterial consortia; Rare earth elements; Bio-mining; Recycling,"The advent of sophisticated albeit short-lifespan electronic devices triggers the accumulation of millions of tons of hazardous electronic waste (e-waste) on a global scale (Veit & Bernardes, 2015; Zhang & Xu, 2016; Mmereki, 2016). Switzerland alone produced 213’000 tons of electrical and electronical equipment waste in 2014 (Kusch & Hills, 2017). Breivik et al. (2014) suggested that 23 % of e-waste generated in developed countries are being nowadays shipped to non-developed African nations, China and India principally, where these products are being dumped without proper rules and are likely to induce massive environmental problems (Amankwah-Amoah, 2016). A small proportion only of these e-waste is recycled currently (Mmereki, 2016), despite the presence of substantial amounts of precious metals and valuable material (Zhang & Xu, 2016) such as so-called Rare-Earth Elements (REEs). Main forms of recycling processes applied to e-waste involve pyrometallurgy and hydrometallurgy. The heterogeneity of the raw material, the energy consumption and the generation of secondary pollution sources are the main reasons why these methods are not giving satisfaction to date (Pryia and Hait, 2017a). Furthermore the discharge of large volumes of lixiviates poses a serious threat to the environment (Qiu et al., 2008).The goal of this project is to develop a relatively simple and efficient technique for the recycling of valuable metals from e-waste such as printed board circuits (PCB) using microbe-based bio-leaching activities. Microbe-mediated metal bioleaching involves the conversion of metallic compounds into soluble states through the activity of acidophilic chemolithoautotrophic bacteria. Well-known acidophilic bacteria such as Acidithiobacillus spp., Leptospirillum spp. and Sulfolobus spp. are known for their bioleaching capacities (Priya & Hait, 2017b). Yet, and although bioleaching technology has reached a stage of maturity in the mining industry, including full scale operations, techniques developed so far for the implementation on e-waste are still in infancy. Despite numerous trials, techniques developed to date suffer from major weaknesses linked with the accumulation of metals in solution, reaching toxic concentrations, and suboptimal leaching rates. However, the major flaw however consists possibly in the design and the optimization of single strain microorganisms for this complex biotechnological purpose. While this reductionist approach offers definite advantages in terms of simplicity, use of pure bacterial cultures creates a situation that rarely takes place in nature (Cavaliere et al., 2017). Systems design in this way are fragile by essence. On the contrary, highly diversified microbial communities display natural competences, such as mutualism and commensalism that eventually lead to improved performance and stability (Evans et al., 2017). Preliminary studies and bioleaching experiments carried out to date by our team demonstrated the potential of complex bacterial communities in laboratory conditions. Elements such as cobalt, lithium, aluminum, copper, as well as REEs such as indium, neodymium and dysprosium were retrieved efficiently from e-waste made up of mobile phones. The effectiveness is still relative with respect to the recovery of gallium, silver and gold. Nevertheless, these initial experiments showed that this biological process does not require important amounts of energy and does not produce harmful gas emissions. These experiments were carried out at standard temperature and atmospheric pressure, without the need for environmentally damaging reagents, producing low amounts of secondary pollution.In this project, the aim is to assess the capacity of complex acidophilic microbial communities for the bio-leaching of e-waste, using conditions approaching those required for industrial full-scale operations. This study follows three goals, such as i) the isolation of efficient acidophilic metal-oxydizing bacterial consortia ii) the building of a low-cost and scalable biotrickling fermenters for e-waste leaching, and finally iii) the running of this fermenter in continuous mode, with efficient metal leaching. Analysis involve amplicon sequencing of the communities and detailed chemical characterization of the leachate composition. Finally, this bioleaching technique would contribute to the management of important metal resources and strategic components, which are required for the development of a society based on energy saving strategies and durable energy resources.; Electronic waste; Waste management; Bacterial consortia; Rare earth elements; Bio-mining; Recycling",2,1,Collaborative,2,1,More than one discipline,20700,30100,NA,NA,NA,NA
202239,07,Sinergia,2021,Cantonal university,Interdisciplinary,Interdisciplinary,Programmes,1900944,TRUE,Sociotechnological Breakthrough of Thermal Energy Storage - a new Approach of Constructive Technology Assessment (SOTES),Conjoint experiment; Seasonal thermal energy storage; Constructive Technology Assessment; Technology selection/development ; Sensible Thermal Storage; Information effects; Energy storage; Thermochemical Thermal Storage; Social acceptance; Latent Thermal Storage; Energy System Analysis,"In the Energy Strategy (ES) 2050, approved at the ballot in May 2015, Switzerland has defined ambitious goals, which include a transition of the energy system from fossil/nuclear towards renewable energies. However, the implementation of respective infrastructure projects has proven to be difficult and slow, not least due to political opposition and actors’ reluctance to invest in according projects. These challenges have been intensively discussed in the research on social acceptance of renewable energy infrastructure (RET), where infrastructure for renewable energy production has been the focus of many studies (e.g., Stadelmann-Steffen and Dermont 2021; Tabi and Wüstenhagen 2017; Walter 2014 for the Swiss case). Seasonal or long-term thermal energy storages (STES) are another central element of the energy transition, which - as we will elaborate below - are similarly affected by acceptance and related diffusion problems but have so far received much less public as well as scientific attention. This is the starting point of the present project, in which we ask the overarching research question of how to achieve a breakthrough of long-term thermal energy storage in the residential sector in Switzerland. Seasonal thermal energy storages (STES) are used to transfer heat from summer to winter for heating purposes, the latter contributing by 39.6% to the total final energy use in Switzerland (BfE 2019). Introducing a higher share of renewable energy sources, the Swiss energy system needs more flexibility by means of additional energy storage capacities. With sectoral coupling between heating and electricity, STES present an alternative storage solution to batteries, which are environmentally challenging, and to pumped hydropower, which is already at its limits. STES are capable of providing massive storage capacities at low costs to the energy system. While other countries like Denmark have largely invested in STES, Switzerland’s dissemination of STES reduces to few demonstration type installations. As we argue, the problem is not about a lack of technological solutions. In fact, various technologies for STES, which differ substantially in terms of costs, materials, energy densities, and risks, are (potentially) available. However, despite their existence, these technological solutions have not yet made the breakthrough on the market. Thereby, the key to diffusion of a certain technology goes beyond its mere economic viability. Hence, for STES to contribute to the Swiss energy transition, we need to find ways to overcome the current gap between the availability of technological solutions and their non-diffusion at the user side and look at the technology acceptance in more detail. This is where our project has breakthrough potential. More precisely, the planned project generates important advancement for STES implementation at two levels: First, it sheds light on STES from a social acceptance perspective and, in particular, provides the first systematic analysis of actors’ preferences towards STES in Switzerland. This is crucial against the background that different actor groups (e.g., population, energy operators, architects, property owner companies, political actors, administrations etc.) are relevant for the diffusion of STES and may at the same time play different roles and have different views and preferences regarding STES implementation (Dermont et al. 2017). Our underlying assumption is that the awareness of the importance of the thermal energy sector within the energy system transition in general and of the value of STES technologies in particular is generally low (McKenna et al. 2019), which - in combination with actors’ heterogeneity - makes successful STES implementation even more challenging. Systematic knowledge about actor segmentation and the role of information allows formulating recommendations about how to sensitize actor groups for STES implementation, and generates insights on how to integrate these actor groups into technology development. Second, to bridge the gap between technology development and social acceptance, we propose and conduct a novel way to integrate stakeholder preferences into technology assessment, and thereby further develop the “constructive technology assessment” (CTA) approach. We combine up-to-date political science methods with a technological modularization approach, which enables us - in contrast to previous CTA approaches - to integrate stakeholder preferences in a much more systematic and empirically sound way and to take the heterogeneity of stakeholders into account. At the technological side, we consider STES technologies of different technology readiness levels such as water tanks, pit storages and borehole fields and technologies based on chemical reactions and phase transitions. In particular, we newly conceptualize combined technology approaches, which allow for a modular tailoring of characteristics based on the socio-technological feedbacks. We expect that the outcomes of the proposed project will provide important insights for the breakthrough of STES in Switzerland.; Conjoint experiment; Seasonal thermal energy storage; Constructive Technology Assessment; Technology selection/development ; Sensible Thermal Storage; Information effects; Energy storage; Thermochemical Thermal Storage; Social acceptance; Latent Thermal Storage; Energy System Analysis",3,1,Collaborative,2,1,More than one discipline,NA,20500,10600,NA,NA,NA
